,sloc_physical_mod_list,sloc_logical_mod_list,param_mod_list
1641,310,184,18
1642,53,35,2
1643,58,40,0
1644,63,40,0
1645,139,18,8
1646,234,173,12
1647,150,84,4
1648,63,48,5
1649,63,48,1
1650,20,0,0
1651,60,0,0
1652,60,0,0
1653,35,0,0
1654,40,0,0
1655,242,176,2
1656,59,48,0
1657,48,41,4
1658,42,30,6
1659,62,44,5
1660,150,31,10
1661,67,51,0
1662,47,10,0
1663,69,41,2
1664,1639,934,74
1665,95,62,0
1666,989,572,69
1667,165,82,7
1668,52,31,7
1669,42,48,7
1670,1,0,0
1671,244,47,9
1672,38,24,0
1673,36,23,0
1674,42,28,6
1675,40,26,0
1676,60,46,0
1677,63,29,0
1678,31,21,0
1679,57,49,0
1680,203,120,5
1681,61,41,4
1682,51,27,0
1683,141,84,5
1684,98,18,0
1685,151,135,0
1686,32,19,1
1687,35,23,0
1688,76,26,0
1689,79,53,2
1690,112,58,3
1691,70,53,4
1692,68,50,3
1693,57,36,1
1694,407,326,0
1695,75,58,0
1696,55,36,0
1697,415,446,29
1698,46,36,0
1699,83,41,0
1700,93,0,0
1701,97,63,7
1702,256,49,5
1703,113,10,1
1704,92,40,2
1705,47,36,0
1706,100,63,7
1707,60,46,0
1708,75,41,2
1709,118,65,2
1710,57,34,4
1711,44,39,1
1712,39,32,0
1713,1,0,0
1714,216,11,1
1715,209,104,0
1716,59,40,0
1717,32,22,0
1718,106,79,3
1719,1,0,0
1720,110,69,2
1721,76,55,0
1722,223,42,3
1723,55,0,0
1724,25,11,0
1725,166,118,6
1726,271,246,27
1727,224,34,0
1728,190,162,6
1729,175,14,2
1730,244,139,6
1731,23,17,0
1732,73,30,0
1733,239,176,12
1734,146,69,4
1735,294,68,0
1736,129,67,0
1737,236,174,12
1738,111,53,0
1739,44,33,4
1740,232,128,5
1741,179,113,2
1742,41,23,0
1743,41,23,0
1744,466,188,39
1745,178,79,7
1746,86,39,0
1747,71,45,1
1748,234,173,12
1749,150,84,4
1750,70,26,0
1751,100,59,1
1752,56,37,0
1753,67,50,3
1754,45,41,5
1755,69,50,0
1756,27,23,0
1757,80,29,0
1758,1,0,0
1759,86,49,2
1760,116,69,1
1761,278,24,2
1762,93,65,0
1763,73,49,0
1764,49,35,0
1765,66,42,0
1766,203,134,7
1767,260,167,4
1768,26,17,0
1769,471,278,26
1770,150,94,4
1771,44,29,0
1772,84,104,11
1773,19,13,3
1774,102,68,5
1775,15,11,0
1776,81,67,3
1777,26,20,5
1778,63,65,0
1779,65,59,0
1780,52,46,0
1781,76,68,0
1782,119,103,3
1783,45,26,0
1784,318,10,1
1785,239,194,7
1786,67,50,3
1787,56,37,1
1788,195,230,13
1789,51,37,0
1790,41,34,1
1791,56,46,0
1792,9,6,2
1793,397,321,17
1794,64,7,1
1795,85,8,0
1796,86,65,6
1797,168,0,0
1798,110,68,0
1799,61,35,1
1800,49,11,0
1801,52,16,0
1802,108,72,0
1803,61,31,7
1804,16,9,0
1805,84,37,0
1806,84,42,0
1807,159,116,2
1808,78,50,0
1809,65,47,6
1810,121,83,0
1811,25,17,5
1812,160,95,0
1813,30,15,4
1814,156,93,2
1815,278,194,15
1816,59,38,3
1817,12,8,0
1818,65,39,0
1819,80,58,1
1820,332,247,9
1821,111,66,0
1822,36,36,4
1823,255,199,8
1824,81,69,12
1825,23,17,4
1826,77,55,6
1827,51,45,5
1828,84,73,2
1829,42,37,0
1830,123,107,1
1831,63,39,3
1832,118,103,1
1833,850,401,4
1834,92,65,3
1835,59,40,0
1836,48,12,0
1837,48,12,0
1838,130,6,1
1839,41,28,0
1840,71,51,7
1841,60,39,5
1842,61,44,2
1843,54,36,4
1844,35,48,0
1845,124,71,7
1846,96,51,0
1847,46,24,6
1848,24,13,0
1849,23,13,0
1850,26,17,3
1851,47,32,0
1852,34,32,0
1853,261,222,19
1854,83,50,4
1855,106,59,13
1856,94,64,2
1857,102,53,0
1858,64,31,8
1859,43,21,5
1860,86,56,0
1861,54,31,3
1862,140,100,8
1863,85,85,4
1864,265,227,19
1865,110,100,12
1866,148,6,1
1867,28,18,0
1868,94,68,0
1869,92,66,8
1870,5,7,1
1871,77,57,2
1872,253,157,13
1873,60,37,1
1874,25,18,0
1875,56,37,0
1876,259,32,1
1877,72,57,5
1878,26,20,0
1879,103,47,1
1880,14,11,0
1881,156,146,0
1882,23,15,3
1883,92,59,0
1884,49,46,0
1885,3,1,0
1886,1002,1,0
1887,39,29,0
1888,23,15,2
1889,67,46,0
1890,243,6,1
1891,37,23,0
1892,88,64,0
1893,169,109,10
1894,55,47,1
1895,96,68,1
1896,22,14,0
1897,253,199,0
1898,297,206,12
1899,78,55,0
1900,56,42,0
1901,38,20,0
1902,242,183,12
1903,27,15,0
1904,52,31,0
1905,45,30,0
1906,29,18,0
1907,27,22,0
1908,56,34,0
1909,175,6,1
1910,52,28,0
1911,230,208,25
1912,34,20,0
1913,32,29,0
1914,44,30,2
1915,265,194,2
1916,27,20,2
1917,123,104,3
1918,34,25,0
1919,59,49,5
1920,152,106,10
1921,1660,439,0
1922,26,14,0
1923,288,191,22
1924,77,59,12
1925,88,56,0
1926,19,13,0
1927,34,26,0
1928,42,28,0
1929,57,48,0
1930,90,35,0
1931,120,81,0
1932,267,256,0
1933,88,67,6
1934,32,18,0
1935,236,162,10
1936,17,13,0
1937,61,40,1
1938,23,14,0
1939,75,55,2
1940,24,20,0
1941,56,46,0
1942,26,21,6
1943,99,95,4
1944,124,109,11
1945,55,38,1
1946,41,32,0
1947,42,34,6
1948,178,114,8
1949,70,44,6
1950,73,49,0
1951,83,72,2
1952,63,55,3
1953,25,44,2
1954,138,123,3
1955,29,25,0
1956,691,265,50
1957,72,25,5
1958,186,87,1
1959,247,113,0
1960,32,22,0
1961,125,86,0
1962,202,100,12
1963,19,10,2
1964,34,16,1
1965,16,11,1
1966,19,13,0
1967,84,24,0
1968,74,59,6
1969,45,30,0
1970,90,26,2
1971,200,104,11
1972,141,99,0
1973,158,6,1
1974,158,6,1
1975,87,57,3
1976,27,17,0
1977,34,28,2
1978,25,16,0
1979,18,13,3
1980,21,16,2
1981,44,32,0
1982,30,21,5
1983,91,58,17
1984,141,121,0
1985,103,91,0
1986,63,55,0
1987,34,27,0
1988,146,111,2
1989,23,15,0
1990,105,76,2
1991,77,68,6
1992,93,88,3
1993,133,114,1
1994,83,72,2
1995,63,55,3
1996,25,44,2
1997,130,23,0
1998,118,76,0
1999,80,24,0
2000,92,0,0
2001,33,0,0
2002,129,65,0
2003,94,56,0
2004,73,49,5
2005,108,78,2
2006,22,16,2
2007,144,86,5
2008,29,21,0
2009,24,28,0
2010,33,13,0
2011,64,21,0
2012,168,0,0
2013,73,2,0
2014,91,51,0
2015,93,0,0
2016,111,60,3
2017,62,2,0
2018,41,29,0
2019,228,133,2
2020,67,50,3
2021,19,22,0
2022,136,94,0
2023,84,104,11
2024,19,13,3
2025,135,89,11
2026,60,43,8
2027,35,2,0
2028,55,34,0
2029,67,18,2
2030,96,0,0
2031,109,75,10
2032,208,142,8
2033,46,33,0
2034,53,39,0
2035,156,130,5
2036,40,27,2
2037,47,36,5
2038,24,15,3
2039,68,53,4
2040,24,18,3
2041,394,294,12
2042,71,55,4
2043,115,79,0
2044,304,196,1
2045,227,176,5
2046,163,128,5
2047,41,25,0
2048,54,48,0
2049,164,116,5
2050,87,41,0
2051,93,76,2
2052,31,31,0
2053,22,14,0
2054,179,20,0
2055,28,22,0
2056,16,12,0
2057,304,178,44
2058,287,7,1
2059,149,99,12
2060,1452,245,46
2061,22,17,0
2062,28,19,0
2063,60,42,2
2064,51,30,0
2065,31,24,0
2066,90,56,9
2067,92,57,2
2068,35,21,0
2069,26,16,0
2070,102,90,0
2071,68,55,0
2072,15,9,0
2073,118,93,7
2074,190,122,0
2075,54,24,0
2076,34,21,3
2077,118,75,8
2078,101,64,4
2079,18,12,7
2080,59,46,5
2081,35,25,0
2082,75,58,0
2083,148,116,0
2084,32,22,0
2085,299,149,10
2086,73,47,0
2087,32,25,0
2088,288,89,0
2089,28,25,0
2090,60,46,0
2091,98,45,4
2092,150,83,0
2093,217,55,0
2094,85,60,6
2095,158,110,1
2096,47,31,0
2097,68,50,3
2098,85,54,4
2099,261,72,0
2100,311,251,3
2101,50,43,0
2102,112,6,1
2103,28,21,0
2104,32,20,2
2105,81,52,4
2106,52,37,0
2107,128,104,2
2108,23,15,0
2109,96,64,1
2110,166,32,0
2111,39,36,0
2112,34,18,0
2113,58,47,0
2114,25,19,0
2115,193,126,8
2116,54,24,0
2117,5763,3822,7
2118,62,39,0
2119,80,15,0
2120,58,57,2
2121,103,68,1
2122,12,9,0
2123,27,17,0
2124,44,21,4
2125,69,26,0
2126,107,57,0
2127,243,145,0
2128,130,95,0
2129,38,27,0
2130,3091,2035,14
2131,29,28,0
2132,92,2,0
2133,32,23,0
2134,282,214,6
2135,33,28,0
2136,31,27,0
2137,41,35,0
2138,69,46,1
2139,57,45,1
2140,97,67,0
2141,41,0,0
2142,32,0,0
2143,58,45,7
2144,100,80,10
2145,16,12,0
2146,30,21,0
2147,157,102,10
2148,385,299,0
2149,47549,31500,394
2150,67,61,2
2151,144,95,1
2152,138,129,10
2153,47,34,0
2154,28,20,0
2155,208,107,4
2156,179,19,2
2157,116,95,8
2158,50,31,1
2159,275,190,6
2160,23,9,2
2161,66,52,6
2162,57,48,4
2163,69,53,7
2164,29,28,0
2165,88,2,0
2166,59,46,0
2167,54,34,0
2168,39,25,4
2169,137,110,0
2170,146,100,2
2171,288,222,5
2172,209,172,16
2173,142,123,0
2174,169,120,0
2175,154,393,0
2176,97,78,11
2177,78,49,0
2178,99,72,0
2179,60,35,0
2180,29,20,2
2181,37,27,0
2182,254,207,1
2183,88,2,0
2184,103,2,0
2185,227,129,6
2186,174,140,0
2187,150,108,0
2188,82,51,1
2189,89,61,0
2190,251,182,15
2191,157,102,10
2192,52,36,0
2193,47,40,1
2194,81,63,0
2195,43,37,0
2196,36,25,0
2197,99,59,6
2198,51,16,0
2199,69,39,0
2200,24,18,0
2201,18,9,0
2202,71,55,0
2203,93,72,0
2204,156,91,0
2205,95,0,0
2206,105,0,0
2207,40,0,0
2208,439,341,5
2209,35,24,0
2210,66,48,0
2211,29,26,0
2212,258,58,0
2213,96,18,0
2214,36,15,3
2215,68,51,3
2216,32,22,0
2217,85,57,0
2218,35,14,5
2219,48,27,5
2220,99,78,3
2221,27,17,2
2222,52,36,0
2223,27,24,0
2224,172,137,24
2225,44,22,0
2226,210,193,8
2227,65,54,8
2228,194,191,10
2229,35,21,0
2230,55,35,0
2231,69,49,4
2232,19,15,5
2233,10331,4664,690
2234,39,27,0
2235,217,155,17
2236,60,43,0
2237,33,25,0
2238,28,22,0
2239,28,24,12
2240,32,34,4
2241,44,37,6
2242,26,20,0
2243,60,46,0
2244,76,55,5
2245,152,111,5
2246,29,28,0
2247,92,2,0
2248,38,28,0
2249,39,29,0
2250,117,78,2
2251,39,29,3
2252,109,79,0
2253,47,40,1
2254,47,40,1
2255,57,45,1
2256,82,1391,288
2257,56,22,0
2258,51,39,2
2259,98,84,0
2260,44,35,0
2261,235,154,4
2262,116,69,1
2263,760,450,6
2264,70,52,3
2265,47,31,0
2266,70,50,2
2267,63,44,15
2268,65,53,0
2269,52,47,0
2270,35,24,0
2271,46,33,0
2272,46,42,0
2273,44,39,0
2274,117,6,1
2275,75,60,9
2276,64,47,1
2277,72,11,0
2278,40,38,0
2279,30,26,0
2280,89,59,1
2281,17,13,1
2282,9,5,0
2283,36,27,0
2284,107,27,0
2285,69,32,0
2286,63,6,1
2287,84,59,6
2288,148,102,1
2289,136,111,7
2290,109,86,3
2291,76,46,4
2292,9,6,0
2293,77,53,12
2294,535,374,2
2295,200,117,0
2296,179,111,11
2297,67,54,0
2298,60,42,2
2299,51,30,0
2300,134,83,0
2301,43,36,0
2302,56,40,0
2303,11,10,3
2304,35,30,0
2305,102,76,0
2306,12,10,1
2307,30,21,0
2308,94,65,4
2309,67,30,0
2310,103,67,0
2311,87,60,2
2312,783,588,62
2313,69,43,2
2314,65,49,5
2315,152,111,5
2316,58,50,0
2317,84,104,11
2318,19,13,3
2319,135,89,11
2320,60,43,8
2321,348,88,0
2322,84,47,1
2323,17,0,0
2324,25,0,0
2325,38,30,4
2326,12,2,0
2327,113,69,1
2328,16,12,4
2329,215,156,15
2330,139,42,0
2331,73,49,0
2332,71,50,2
2333,73,49,0
2334,103,67,0
2335,44,26,0
2336,59,55,1
2337,41,36,0
2338,191,77,11
2339,2436,923,165
2340,150,60,4
2341,76,18,9
2342,132,45,8
2343,90,33,0
2344,58,12,0
2345,62,42,0
2346,298,224,19
2347,53,40,1
2348,54,42,0
2349,94,66,1
2350,37,28,4
2351,12,2,0
2352,97,60,0
2353,16,12,4
2354,142,100,6
2355,65,18,0
2356,100,0,0
2357,24,0,0
2358,109,50,5
2359,107,0,0
2360,82,44,0
2361,84,59,6
2362,148,102,1
2363,139,42,0
2364,67,54,0
2365,156,93,2
2366,129,82,12
2367,195,87,0
2368,73,49,0
2369,15,2,0
2370,175,176,0
2371,83,71,1
2372,101,83,4
2373,782,578,12
2374,1671,924,0
2375,86,70,1
2376,62,36,0
2377,82,27,0
2378,18,13,0
2379,70,33,0
2380,71,44,6
2381,19,10,1
2382,37,24,6
2383,13,9,0
2384,244,164,0
2385,53,47,0
2386,210,214,9
2387,36,23,0
2388,67,53,0
2389,27,30,0
2390,92,66,2
2391,79,43,0
2392,1,1163,286
2393,288,249,25
2394,57,49,3
2395,45,36,0
2396,107,65,6
2397,34,21,0
2398,180,127,11
2399,102,93,5
2400,54,40,3
2401,23,19,0
2402,63,68,0
2403,76,61,0
2404,73,3,3
2405,204,8,1
2406,41,27,9
2407,155,5,0
2408,12,11,4
2409,151,101,12
2410,31,29,0
2411,24,23,0
2412,151,145,5
2413,100,95,0
2414,109,75,0
2415,53,33,2
2416,72,24,0
2417,142,40,0
2418,76,46,4
2419,84,59,6
2420,148,102,1
2421,71,53,2
2422,85,61,5
2423,152,111,5
2424,1,0,0
2425,133,66,0
2426,52,47,5
2427,90,60,6
2428,133,115,11
2429,49,34,0
2430,113,71,1
2431,63,56,1
2432,36,28,0
2433,44,52,0
2434,70,44,2
2435,30,27,0
2436,67,44,0
2437,149,121,8
2438,122,104,0
2439,66,9,5
2440,100,85,5
2441,80,62,3
2442,108,71,4
2443,89,16,0
2444,64,53,4
2445,30,33,0
2446,34,21,0
2447,306,35,14
2448,37,26,0
2449,28,0,0
2450,48,28,2
2451,86,61,5
2452,152,111,5
2453,88,0,0
2454,22,17,0
2455,524,359,0
2456,75,49,0
2457,103,77,4
2458,75,27,0
2459,339,84,8
2460,353,69,8
2461,86,65,1
2462,86,62,6
2463,29,0,0
2464,28,0,0
2465,54,30,0
2466,159,116,2
2467,164,81,7
2468,122,108,11
2469,101,69,0
2470,76,52,4
2471,1157,314,72
2472,247,206,0
2473,78,61,3
2474,95,65,4
2475,1141,897,2
2476,48,38,4
2477,86,70,1
2478,40,31,5
2479,33,14,1
2480,32,18,2
2481,278,146,32
2482,233,134,11
2483,68,54,0
2484,56,40,0
2485,27,22,0
2486,134,82,0
2487,42,33,0
2488,66,69,0
2489,65,40,3
2490,85,61,5
2491,152,111,5
2492,125,97,5
2493,2,2,0
2494,60,51,0
2495,82,58,0
2496,26,16,7
2497,345,108,0
2498,418,154,9
2499,16,2,0
2500,39,33,0
2501,116,98,12
2502,9,2,0
2503,37,28,4
2504,57,5,0
2505,131,76,0
2506,15,11,4
2507,125,85,5
2508,63,26,0
2509,17,3,0
2510,139,42,0
2511,263,192,15
2512,16,3,0
2513,159,116,2
2514,318,227,4
2515,71,44,6
2516,31,27,0
2517,70,55,2
2518,15,3,0
2519,65,57,5
2520,182,49,0
2521,234,173,12
2522,144,80,4
2523,39,36,0
2524,74,43,0
2525,89,69,1
2526,14,5,0
2527,20,2,0
2528,83,49,0
2529,210,108,10
2530,2590,1472,308
2531,17,2,0
2532,15,4,0
2533,26,3,0
2534,29,3,0
2535,13,5,0
2536,19,5,0
2537,325,199,7
2538,7,2,0
2539,82,69,4
2540,16,2,0
2541,84,59,6
2542,129,93,0
2543,75,59,6
2544,81,65,6
2545,17,3,0
2546,22,3,0
2547,15,2,0
2548,20,3,0
2549,66,44,3
2550,28,1,0
2551,60,1,0
2552,23,16,0
2553,20,0,0
2554,36,26,1
2555,123,93,3
2556,121,99,6
2557,24,4,0
2558,20,3,0
2559,53,40,7
2560,19,16,7
2561,29,22,0
2562,72,57,2
2563,118,93,7
2564,178,124,26
2565,86,64,0
2566,176,138,8
2567,17,15,6
2568,30,26,5
2569,3,3,0
2570,20,2,0
2571,56,40,0
2572,13,4,0
2573,242,0,0
2574,14,0,0
2575,108,72,1
2576,241,92,0
2577,329,152,9
2578,56,40,0
2579,38,0,0
2580,34,23,0
2581,151,107,13
2582,71,15,0
2583,190,152,21
2584,81,64,10
2585,108,77,10
2586,141,115,24
2587,42,37,21
2588,90,76,0
2589,1,0,0
2590,246,95,9
2591,28,0,0
2592,262,130,0
2593,100,79,11
2594,13,9,0
2595,70,59,5
2596,74,61,0
2597,1,4,0
2598,64,50,2
2599,104,85,8
2600,162,115,2
2601,51,37,0
2602,330,293,13
2603,18,1,0
2604,84,67,3
2605,177,106,3
2606,105,1,0
2607,40,32,0
2608,180,127,11
2609,583,422,4
2610,106,68,9
2611,56,40,0
2612,65,57,5
2613,40,25,0
2614,18,0,0
2615,13,2,0
2616,1,1,0
2617,136,103,2
2618,229,92,0
2619,317,151,9
2620,48,27,5
2621,41,37,0
2622,69,43,0
2623,909,703,0
2624,328,267,2
2625,30,29,0
2626,87,2,0
2627,162,115,2
2628,15,2,0
2629,17,2,0
2630,56,40,0
2631,138,50,1
2632,86,70,1
2633,57,52,1
2634,233,134,11
2635,166,63,1
2636,26,5,0
2637,42,28,0
2638,134,39,0
2639,252,92,0
2640,335,152,9
2641,78,61,3
2642,195,149,0
2643,73,49,0
2644,21,16,0
2645,15,0,0
2646,183,148,17
2647,909,703,0
2648,328,267,2
2649,58,14,0
2650,14,2,0
2651,52,46,0
2652,49,47,0
2653,142,57,0
2654,156,93,2
2655,53,40,7
2656,19,16,7
2657,29,22,0
2658,72,57,2
2659,118,93,7
2660,178,124,26
2661,86,64,0
2662,176,138,8
2663,17,15,6
2664,30,26,5
2665,53,32,1
2666,85,61,5
2667,152,111,5
2668,42,32,0
2669,69,43,0
2670,153,49,2
2671,203,161,0
2672,65,57,5
2673,22,0,0
2674,34,0,0
2675,26,0,0
2676,85,3,0
2677,27,0,0
2678,35,0,0
2679,58,0,0
2680,32,0,0
2681,40,0,0
2682,37,23,0
2683,127,111,11
2684,80,22,0
2685,10150,4584,684
2686,129,95,13
2687,44,28,0
2688,109,94,10
2689,168,51,2
2690,54,25,0
2691,88,48,3
2692,207,148,9
2693,68,52,3
2694,125,101,6
2695,136,108,6
2696,212,156,11
2697,108,71,4
2698,84,59,6
2699,148,102,1
2700,78,44,0
2701,142,120,9
2702,33,25,0
2703,124,102,16
2704,93,77,6
2705,64,48,1
2706,76,55,1
2707,44,35,0
2708,239,92,0
2709,335,152,9
2710,319,247,4
2711,126,51,2
2712,71,42,7
2713,86,62,6
2714,78,52,0
2715,63,44,0
2716,10331,4664,690
2717,91,2847,690
2718,149,85,6
2719,739,233,56
2720,1,233,56
2721,113,83,5
2722,122,75,3
2723,161,47,0
2724,704,59,1
2725,145,99,5
2726,234,173,12
2727,144,80,4
2728,151,71,7
2729,41,27,9
2730,129,112,11
2731,86,38,0
2732,2576,1469,304
2733,29,25,0
2734,47,39,0
2735,119,68,4
2736,152,114,13
2737,50,31,0
2738,118,45,2
2739,80,6,1
2740,366,211,22
2741,82,27,0
2742,68,50,7
2743,123,81,2
2744,54,6,1
2745,44,33,0
2746,63,41,1
2747,42,28,0
2748,58,0,0
2749,75,8,0
2750,133,4,0
2751,42,0,0
2752,203,79,4
2753,139,42,0
2754,25,17,0
2755,70,41,1
2756,113,69,4
2757,150,116,7
2758,27,22,0
2759,137,101,8
2760,28,23,0
2761,26,21,0
2762,40,25,3
2763,43,24,0
2764,29,24,0
2765,47,29,0
2766,64,48,0
2767,84,59,6
2768,129,93,0
2769,37,30,0
2770,50,37,1
2771,110,6,1
2772,159,116,2
2773,47,37,5
2774,112,91,0
2775,145,92,8
2776,105,1,0
2777,142,95,1
2778,47,1,0
2779,48,31,0
2780,123,81,2
2781,55,42,0
2782,66,49,0
2783,184,120,3
2784,118,90,0
2785,1,311,104
2786,150,116,10
2787,117,3,0
2788,67,55,14
2789,76,54,0
2790,100,48,0
2791,93,69,0
2792,27,20,0
2793,24,0,0
2794,51,39,5
2795,239,176,12
2796,123,63,4
2797,41,37,0
2798,35,21,0
2799,138,118,9
2800,128,16,0
2801,129,16,0
2802,71,41,0
2803,99,59,2
2804,18,12,7
2805,74,43,3
2806,175,140,10
2807,67,52,0
2808,136,85,0
2809,37,27,0
2810,78,61,3
2811,29,28,0
2812,92,2,0
2813,131,18,0
2814,78,63,5
2815,209,80,3
2816,25,15,0
2817,355,37,15
2818,51,39,5
2819,561,560,135
2820,1301,809,68
2821,15,5,0
2822,261,222,19
2823,26,4,0
2824,123,61,0
2825,646,439,11
2826,24,20,0
2827,46,26,2
2828,772,482,24
2829,49,42,0
2830,113,0,0
2831,48,18,3
2832,99,0,0
2833,187,6,1
2834,144,112,10
2835,240,92,0
2836,335,152,9
2837,174,109,15
2838,67,47,0
2839,15,0,0
2840,190,0,0
2841,56,37,0
2842,40,26,0
2843,124,34,7
2844,100,86,0
2845,40,0,0
2846,48,34,0
2847,216,66,9
2848,101,44,3
2849,31,23,0
2850,74,47,2
2851,149,124,9
2852,1196,360,120
2853,65,54,0
2854,125,103,16
2855,77,68,6
2856,87,61,0
2857,59,44,0
2858,160,136,8
2859,41,37,0
2860,256,200,17
2861,139,42,0
2862,156,93,2
2863,66,49,0
2864,909,703,0
2865,328,267,2
2866,57,35,3
2867,624,84,36
2868,101,68,4
2869,87,12,0
2870,86,70,1
2871,40,43,0
2872,201,162,0
2873,35,26,3
2874,56,36,0
2875,203,49,2
2876,53,0,0
2877,55,37,0
2878,45,31,0
2879,38,0,0
2880,82,0,0
2881,263,128,100
2882,135,110,7
2883,300,95,5
2884,87,64,1
2885,22,17,0
2886,161,131,8
2887,39,30,0
2888,27,0,0
2889,70,53,0
2890,41,0,0
2891,286,142,22
2892,47,40,1
2893,77,68,6
2894,654,73,1
2895,70,48,5
2896,85,71,0
2897,55,40,0
2898,38,22,0
2899,40,30,0
2900,14,11,0
2901,18,11,6
2902,160,106,12
2903,46,28,3
2904,91,61,2
2905,51,38,3
2906,31,19,6
2907,134,102,0
2908,139,42,0
2909,94,71,1
2910,68,28,0
2911,271,246,27
2912,100,86,0
2913,77,0,0
2914,79,58,0
2915,471,77,2
2916,1,0,0
2917,8,5,0
2918,40,25,0
2919,54,23,0
2920,107,57,0
2921,109,50,0
2922,44,18,0
2923,76,46,4
2924,125,93,12
2925,52,40,0
2926,26,19,0
2927,32,0,0
2928,83,46,5
2929,84,43,1
2930,17,0,0
2931,25,0,0
2932,7,15375,836
2933,72,57,3
2934,26,19,0
2935,684,25,0
2936,104,77,0
2937,220,3,0
2938,87,57,14
2939,82,30,0
2940,33,2,0
2941,248,167,4
2942,57,37,1
2943,343,4,0
2944,369,10,2
2945,89,63,3
2946,228,152,4
2947,157,82,5
2948,49,20,4
2949,50,29,4
2950,141,57,0
2951,240,92,0
2952,335,152,9
2953,125,69,2
2954,102,1,0
2955,160,133,5
2956,36,29,3
2957,147,73,1
2958,4,3,0
2959,10,7,0
2960,32,28,0
2961,53,35,2
2962,40,1,0
2963,186,120,5
2964,20,13,8
2965,413,537,20
2966,118,43,0
2967,356,45,15
2968,95,88,5
2969,74,38,2
2970,67,54,0
2971,41,37,0
2972,72,44,0
2973,117,71,0
2974,56,37,0
2975,53,39,0
2976,96,68,3
2977,66,38,1
2978,52,34,3
2979,65,42,0
2980,40,36,0
2981,163,101,1
2982,36,0,0
2983,21,14,6
2984,28,27,13
2985,39,29,0
2986,643,373,12
2987,291,142,8
2988,67,51,0
2989,54,33,0
2990,54,33,0
2991,58,40,0
2992,86,55,0
2993,161,109,4
2994,298,204,13
2995,91,32,0
2996,56,43,3
2997,376,48,0
2998,159,104,1
2999,79,29,1
3000,252,92,0
3001,335,152,9
3002,356,233,0
3003,25,17,5
3004,160,95,0
3005,30,15,4
3006,53,34,0
3007,57,35,0
3008,82,68,2
3009,81,68,5
3010,17,13,0
3011,14,5,0
3012,1,1,0
3013,55,44,2
3014,132,114,11
3015,61,0,0
3016,51,0,0
3017,70,40,0
3018,24,0,0
3019,167,99,1
3020,77,1,0
3021,156,120,3
3022,56,36,0
3023,82,1391,288
3024,353,69,8
3025,47,15,0
3026,43,18,0
3027,45,18,0
3028,64,23,0
3029,54,18,0
3030,41,37,0
3031,32,28,0
3032,59,2,0
3033,114,110,0
3034,58,49,0
3035,234,173,12
3036,144,80,4
3037,36,23,2
3038,83,30,1
3039,61,51,1
3040,57,41,0
3041,30,25,0
3042,108,85,1
3043,77,20,0
3044,38,16,0
3045,365,69,8
3046,66,49,3
3047,5,2,0
3048,53,53,26
3049,101,67,0
3050,1,0,0
3051,46,42,0
3052,45,20,0
3053,37,22,0
3054,33,10,1
3055,88,43,0
3056,75,47,9
3057,37,27,10
3058,91,58,14
3059,63,27,0
3060,59,39,0
3061,113,113,13
3062,110,81,0
3063,448,378,12
3064,89,72,0
3065,128,70,1
3066,76,46,4
3067,226,244,18
3068,140,128,0
3069,28,39,0
3070,90,76,4
3071,58,59,4
3072,140,98,12
3073,27,18,4
3074,94,181,5
3075,180,110,0
3076,129,177,0
3077,97,95,5
3078,40,22,2
3079,36,38,0
3080,119,67,2
3081,102,1,0
3082,72,56,2
3083,31,24,0
3084,37,25,0
3085,16,0,0
3086,30,0,0
3087,79,60,0
3088,448,378,12
3089,79,62,4
3090,41,28,0
3091,68,39,0
3092,37,18,0
3093,448,378,12
3094,148,120,1
3095,106,87,0
3096,4,2,0
3097,495,396,146
3098,99,69,15
3099,96,75,2
3100,35,30,0
3101,21,16,0
3102,59,36,8
3103,51,43,0
3104,29,21,5
3105,228,170,0
3106,163,117,8
3107,147,108,4
3108,159,124,23
3109,61,43,0
3110,27,22,0
3111,333,38,15
3112,81,68,1
3113,30,16,0
3114,52,43,0
3115,71,61,5
3116,49,41,0
3117,158,118,5
3118,84,42,0
3119,57,45,0
3120,14,8,1
3121,58,40,0
3122,29,28,0
3123,92,2,0
3124,29,28,0
3125,92,2,0
3126,30,28,0
3127,92,2,0
3128,85,61,0
3129,38,22,0
3130,137,111,2
3131,50,34,0
3132,57,36,1
3133,91,46,2
3134,40,34,0
3135,94,77,4
3136,16,12,0
3137,55,51,0
3138,71,2,0
3139,120,69,4
3140,62,1,0
3141,36,20,0
3142,14,1,0
3143,392,35,0
3144,569,5,0
3145,56,19,3
3146,226,0,0
3147,57,50,0
3148,47,39,0
3149,35,28,0
3150,93,64,0
3151,18,359,22
3152,120,78,1
3153,48,30,1
3154,27,17,4
3155,80,58,0
3156,47,3,0
3157,86,0,0
3158,13,0,0
3159,19,0,0
3160,25,19,0
3161,102,76,1
3162,45,30,2
3163,114,60,5
3164,114,70,5
3165,151,93,7
3166,129,2,0
3167,64,42,2
3168,47,29,0
3169,1,0,0
3170,12,12,0
3171,13,7,3
3172,140,93,0
3173,265,151,13
3174,32,15,0
3175,36,26,0
3176,82,53,7
3177,53,41,0
3178,130,25,1
3179,96,65,2
3180,50,40,11
3181,55,16,0
3182,24,16,0
3183,22,17,0
3184,72,61,0
3185,147,111,1
3186,17,12,5
3187,296,265,17
3188,19,16,0
