files,language,blank,comment,code,"github.com/AlDanial/cloc v 1.96  T=399.70 s (70.6 files/s 9408.2 lines/s)"
12220,JavaScript,235742,254824,1530422
6295,Arduino Sketch,133002,70553,785111
154,Text,27068,0,290111
46,CSV,0,0,235673
62,JSON,21,0,86908
8873,HTML,10793,681,68436
123,SVG,2,70,8367
53,Java,1486,767,7955
197,GLSL,2023,758,6006
178,CSS,266,80,3272
2,XML,2,0,26
8,Properties,0,0,15
1,Markdown,0,0,4
1,PHP,0,0,1
28213,SUM,410405,327733,3022307
